date,region,pharmacy,drug,unit_price_CFA,availability,units_sold,batch_number,reorder_flag,supplier_code,random_noise
6/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,594,1,48,B6082,1,S771,-1.477014863
6/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,887,1,68,B7421,0,S232,-1.253457613
6/1/2018,Buea,Winners Pharmacy,Amoxicillin,1554,1,58,B2388,0,S417,0.022450412
6/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1850,1,52,B7171,1,S758,1.654754359
6/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1689,0,55,B6381,0,S932,-0.586672774
6/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1050,0,44,B3093,0,S786,0.600118951
6/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,360,1,49,B9624,0,S195,-0.395215002
6/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,549,0,50,B7937,0,S620,1.748575914
6/1/2018,Buea,Winners Pharmacy,Amodiaquine,821,1,75,B6928,1,S118,-0.390731914
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1536,1,51,B6940,1,S416,-0.799629824
7/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,2132,1,49,B3953,1,S319,-0.247713843
7/1/2018,Buea,Winners Pharmacy,Metronidazole,1671,1,63,B6598,0,S884,-1.234845714
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1173,1,42,B8967,0,S296,0.957554719
7/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,371,0,64,B4711,1,S240,-1.174074132
7/1/2018,Buea,Winners Pharmacy,Ibuprofen,652,1,57,B3538,1,S179,-0.788671931
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,741,1,45,B5846,1,S964,-1.271411182
7/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1180,1,54,B2657,1,S619,-1.247292645
7/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,2231,1,52,B9843,0,S955,1.285385279
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1869,1,48,B9626,0,S138,-0.625580638
7/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1139,0,43,B6517,1,S997,0.126412829
7/1/2018,Buea,Winners Pharmacy,Paracetamol,351,,63,B3147,1,S711,-1.177611008
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,514,0,75,B7172,1,S257,-2.033000736
7/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,801,1,37,B3658,0,S285,2.112349709
7/1/2018,Buea,Winners Pharmacy,Amoxicillin,1368,1,41,B3712,0,S838,-1.084070485
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2332,1,50,B8170,1,S144,0.357722769
7/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1866,1,50,B7731,1,S473,1.998871736
7/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1010,0,48,B4891,1,S554,2.027739693
7/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,303,1,54,B5668,0,S870,0.250692416
7/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,549,1,67,B8355,1,S339,-0.811974152
7/1/2018,Buea,Winners Pharmacy,Amodiaquine,,0,59,B9749,0,S344,-0.199982899
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1240,1,54,B6070,0,S928,-1.029166911
8/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,2245,,64,B8684,0,S955,1.078533546
8/1/2018,Buea,Winners Pharmacy,Metronidazole,1713,0,49,B4178,0,S476,-0.32773715
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1113,1,46,B8218,1,S572,-0.066890942
8/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,327,0,49,B5616,0,S896,1.454656479
8/1/2018,Buea,Winners Pharmacy,Ibuprofen,518,1,59,B7256,0,S614,2.149553264
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,768,1,49,B9641,1,S528,1.833484577
8/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1273,1,49,B3655,0,S936,-0.056940459
8/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,2222,1,47,B4271,0,S920,-0.336338354
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1497,0,59,B3267,0,S993,-0.939702598
8/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1277,1,40,B5096,1,S153,1.157553192
8/1/2018,Buea,Winners Pharmacy,Paracetamol,314,1,57,B8873,1,S995,1.006595715
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,652,1,54,B7081,1,S667,1.28213574
8/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,688,1,56,B2680,1,S828,-0.834720309
8/1/2018,Buea,Winners Pharmacy,Amoxicillin,1474,1,51,B9452,1,S971,-1.449150523
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2007,0,63,B3042,0,S391,-0.812361894
8/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1901,1,56,B2374,0,S881,-0.286969637
8/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1185,1,65,B3626,1,S379,-0.677190238
8/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,376,1,51,B8361,0,S625,0.415550741
8/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,532,,60,B3414,1,S950,-0.534240272
8/1/2018,Buea,Winners Pharmacy,Amodiaquine,878,1,50,B8167,1,S193,0.150910964
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1255,1,46,B4637,1,S936,0.584131485
9/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,1941,1,41,B8391,0,S457,0.613866346
9/1/2018,Buea,Winners Pharmacy,Metronidazole,1855,1,64,B1436,1,S524,-0.424722216
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1005,0,54,B1872,0,S505,0.499966692
9/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,303,1,65,B9224,0,S482,-0.005104576
9/1/2018,Buea,Winners Pharmacy,Ibuprofen,511,1,48,B4862,0,S495,-0.657413794
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,722,1,72,B2337,0,S483,-0.901495107
9/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1321,1,39,B4678,,S128,0.603373173
9/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,2225,0,48,B6221,0,S201,-0.421477747
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1885,0,53,B6493,0,S910,-1.131042374
9/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1282,1,39,B3392,0,S240,-1.138058319
9/1/2018,Buea,Winners Pharmacy,Paracetamol,373,1,55,B1627,1,S393,0.364479728
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,546,1,51,B8740,0,S812,-0.367317647
9/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,882,,85,B3273,1,S877,-0.275389959
9/1/2018,Buea,Winners Pharmacy,Amoxicillin,1296,0,53,B8685,1,S559,2.205529568
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2150,0,45,B1086,1,S181,1.199336781
9/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1877,1,51,B1311,1,S362,1.058780673
9/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,,,41,B4533,0,S955,0.198131651
9/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,379,1,60,B3449,0,S661,1.033805376
9/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,563,1,50,B9647,0,S533,-0.688735718
9/1/2018,Buea,Winners Pharmacy,Amodiaquine,773,0,72,B2821,0,S894,2.043025802
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1283,1,55,B5720,1,S343,0.290246566
10/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,2130,1,50,B5934,1,S224,-0.87745474
10/1/2018,Buea,Winners Pharmacy,Metronidazole,1497,1,51,B1782,0,S344,-2.404549526
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1036,1,43,B7878,1,S754,1.344318208
10/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,375,1,48,B8489,,S164,1.293259277
10/1/2018,Buea,Winners Pharmacy,Ibuprofen,588,1,54,B2816,1,S956,0.787322506
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,908,0,76,B9189,0,S711,0.129539639
10/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1203,1,49,B9782,0,S116,-1.826185849
10/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,1862,1,50,B9443,0,S688,1.047351742
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1930,1,62,B4963,0,S835,0.232486618
10/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1154,1,49,B3352,0,S398,0.901496533
10/1/2018,Buea,Winners Pharmacy,Paracetamol,322,1,51,B8032,0,S101,-0.014686414
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,544,1,49,B6780,0,S346,-1.801502997
10/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,733,0,86,B7825,0,S291,0.129461935
10/1/2018,Buea,Winners Pharmacy,Amoxicillin,1546,0,34,B2402,0,S636,-1.985663356
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1883,0,48,B6908,0,S169,0.306438834
10/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1700,1,35,B9618,1,S657,0.003209868
10/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1291,1,56,B9312,0,S905,1.543697761
10/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,349,1,51,B9316,0,S667,0.08538861
10/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,534,1,50,B1333,0,S499,0.626954748
10/1/2018,Buea,Winners Pharmacy,Amodiaquine,730,1,78,B8702,0,S144,-0.2770531
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1281,1,45,B7338,0,S482,0.706128549
11/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,2251,1,50,B5155,1,S865,1.190746116
11/1/2018,Buea,Winners Pharmacy,Metronidazole,1762,1,50,B1266,1,S465,0.645037855
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1106,1,48,B2106,1,S453,-0.01241322
11/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,335,1,41,B4950,1,S850,-0.65031568
11/1/2018,Buea,Winners Pharmacy,Ibuprofen,504,1,49,B2698,0,S890,0.6103737
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,863,1,54,B6447,0,S236,0.040614087
11/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1269,,58,B1726,1,S460,1.432586118
11/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,1899,1,43,B9945,1,S446,-0.424899089
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1884,0,51,B3868,1,S950,1.058022388
11/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1006,0,44,B8612,0,S812,-1.222176065
11/1/2018,Buea,Winners Pharmacy,Paracetamol,373,1,70,B8840,1,S746,0.41971082
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,582,1,50,B3986,0,S930,2.551174253
11/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,689,1,56,B3209,1,S164,0.650222393
11/1/2018,Buea,Winners Pharmacy,Amoxicillin,1473,1,67,B8498,1,S137,-1.14885141
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1975,1,54,B5807,0,S306,0.256079879
11/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1747,1,60,B1717,,S910,-0.787475305
11/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1167,1,55,B4268,0,S142,-1.394355667
11/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,340,1,34,B6170,0,S417,-0.89025442
11/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,630,1,55,B9444,1,S507,-1.522414694
11/1/2018,Buea,Winners Pharmacy,Amodiaquine,897,1,52,B9897,0,S584,0.105259701
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1223,0,41,B5150,0,S137,1.388200939
12/1/2018,Buea,Mont Zion Pharmacy,Ciprofloxacin,2278,1,56,B4131,1,S392,-0.844328449
12/1/2018,Buea,Winners Pharmacy,Metronidazole,1654,1,50,B6848,0,S982,0.642372592
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1140,1,51,B1783,0,S986,0.531489688
12/1/2018,Buea,Mont Zion Pharmacy,Paracetamol,363,1,48,B6438,0,S379,1.834820145
12/1/2018,Buea,Winners Pharmacy,Ibuprofen,595,1,46,B3039,1,S918,1.581463723
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,868,1,50,B7029,0,S547,-0.309659812
12/1/2018,Buea,Mont Zion Pharmacy,Amoxicillin,1530,0,61,B7553,1,S861,-0.400915194
12/1/2018,Buea,Winners Pharmacy,Ciprofloxacin,1871,1,44,B8204,0,S495,0.815765165
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Metronidazole,,1,46,B6554,0,S291,0.461230494
12/1/2018,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1228,1,46,B9129,1,S808,0.288864947
12/1/2018,Buea,Winners Pharmacy,Paracetamol,328,1,57,B9151,1,S476,0.361025145
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,532,1,51,B9507,1,S373,0.968102664
12/1/2018,Buea,Mont Zion Pharmacy,Amodiaquine,885,1,46,B2353,0,S844,0.609829078
12/1/2018,Buea,Winners Pharmacy,Amoxicillin,1206,1,57,B7955,0,S180,-2.079633282
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2097,1,55,B8055,0,S716,0.598330174
12/1/2018,Buea,Mont Zion Pharmacy,Metronidazole,1837,1,47,B3956,0,S658,-1.724916896
12/1/2018,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1285,0,51,B5813,1,S428,0.76447822
12/1/2018,Buea,Amazing Pharmacy Co Ltd,Paracetamol,375,1,59,B2680,0,S181,-0.980469535
12/1/2018,Buea,Mont Zion Pharmacy,Ibuprofen,528,1,45,B6372,0,S776,1.907297836
12/1/2018,Buea,Winners Pharmacy,Amodiaquine,707,,46,B5843,0,S413,-1.436091513
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1395,1,47,B8305,,S717,0.175174949
1/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,2336,,54,B7981,0,S270,-0.96527634
1/1/2019,Buea,Winners Pharmacy,Metronidazole,1657,1,51,B8272,1,S459,1.225470545
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1200,1,45,B8325,1,S143,-0.183409987
1/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,382,0,56,B6776,0,S729,-0.251973187
1/1/2019,Buea,Winners Pharmacy,Ibuprofen,552,,66,B8126,1,S381,-1.203938131
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,789,1,50,B1939,0,S176,0.40795691
1/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,1432,1,58,B7655,0,S472,0.355025618
1/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,,1,46,B9406,1,S920,-0.236104011
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1746,1,49,B3621,0,S131,-0.327686541
1/1/2019,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1120,1,46,B3339,1,S969,-0.111490787
1/1/2019,Buea,Winners Pharmacy,Paracetamol,316,1,70,B8179,0,S135,1.441805329
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,668,0,82,B3068,1,S168,0.65969977
1/1/2019,Buea,Mont Zion Pharmacy,Amodiaquine,801,1,63,B4866,,S897,-1.073178509
1/1/2019,Buea,Winners Pharmacy,Amoxicillin,1574,1,42,B7001,1,S470,-0.355116565
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2086,1,52,B7272,,S680,-1.29963767
1/1/2019,Buea,Mont Zion Pharmacy,Metronidazole,,1,56,B1530,0,S719,0.456502335
1/1/2019,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1221,1,67,B3513,0,S795,-0.250560369
1/1/2019,Buea,Amazing Pharmacy Co Ltd,Paracetamol,342,,52,B8371,0,S479,0.208055032
1/1/2019,Buea,Mont Zion Pharmacy,Ibuprofen,561,1,69,B7095,1,S554,-0.723131298
1/1/2019,Buea,Winners Pharmacy,Amodiaquine,886,1,45,B2259,0,S687,0.683709537
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1585,1,43,B3255,0,S642,-0.05324257
2/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,2093,0,47,B7012,0,S507,-1.456681441
2/1/2019,Buea,Winners Pharmacy,Metronidazole,1613,1,45,B6150,0,S765,-0.421594063
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1294,,50,B5566,1,S355,-0.697616451
2/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,320,1,57,B2858,0,S126,-0.954054454
2/1/2019,Buea,Winners Pharmacy,Ibuprofen,661,1,42,B4048,0,S611,-0.101558204
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,858,1,54,B9482,1,S496,-0.48227221
2/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,1382,1,41,B2929,0,S368,-0.012227585
2/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,2002,1,54,B5264,0,S820,1.587327654
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1581,1,44,B8311,0,S319,-2.619152205
2/1/2019,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1010,1,57,B5678,0,S810,-1.290522727
2/1/2019,Buea,Winners Pharmacy,Paracetamol,373,1,79,B9047,,S304,-1.373889118
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,525,1,69,B3009,0,S238,0.967272975
2/1/2019,Buea,Mont Zion Pharmacy,Amodiaquine,752,1,52,B2213,0,S562,1.581271952
2/1/2019,Buea,Winners Pharmacy,Amoxicillin,1543,1,56,B3828,0,S830,-0.406668442
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2380,1,46,B8292,1,S189,-0.786806657
2/1/2019,Buea,Mont Zion Pharmacy,Metronidazole,1554,1,63,B6236,,S783,-0.784496072
2/1/2019,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1124,1,52,B6692,0,S826,-0.685250548
2/1/2019,Buea,Amazing Pharmacy Co Ltd,Paracetamol,340,1,61,B2063,1,S663,1.223931818
2/1/2019,Buea,Mont Zion Pharmacy,Ibuprofen,546,1,68,B9882,0,S397,-0.383214837
2/1/2019,Buea,Winners Pharmacy,Amodiaquine,724,1,47,B5914,0,S971,0.541737648
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1597,1,57,B3580,1,S828,-0.028551985
3/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,1906,1,53,B3852,0,S912,0.118679084
3/1/2019,Buea,Winners Pharmacy,Metronidazole,1737,1,58,B6922,0,S620,1.12624618
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1141,0,53,B4673,0,S224,0.648943606
3/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,376,1,50,B4292,,S911,-1.839401584
3/1/2019,Buea,Winners Pharmacy,Ibuprofen,,0,57,B3275,,S342,-3.120544023
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,,1,50,B9094,1,S126,-0.428674797
3/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,1410,1,42,B6912,0,S667,0.092930234
3/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,2191,1,37,B7044,0,S578,0.840356824
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1884,1,46,B3126,0,S726,2.036156186
3/1/2019,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1226,1,52,B2412,1,S167,0.224417208
3/1/2019,Buea,Winners Pharmacy,Paracetamol,315,0,47,B6067,1,S507,0.501791168
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,544,1,60,B8842,,S638,-1.443557034
3/1/2019,Buea,Mont Zion Pharmacy,Amodiaquine,721,1,60,B7730,,S887,0.686875223
3/1/2019,Buea,Winners Pharmacy,Amoxicillin,1374,0,43,B7708,0,S943,0.183799373
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2160,1,61,B2208,0,S228,-0.414389792
3/1/2019,Buea,Mont Zion Pharmacy,Metronidazole,1719,1,50,B6194,0,S757,-0.084859045
3/1/2019,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1163,1,54,B2215,0,S560,0.173801165
3/1/2019,Buea,Amazing Pharmacy Co Ltd,Paracetamol,390,1,53,B8632,,S796,0.351406669
3/1/2019,Buea,Mont Zion Pharmacy,Ibuprofen,,1,63,B9476,1,S452,-0.4700715
3/1/2019,Buea,Winners Pharmacy,Amodiaquine,810,1,52,B3102,,S999,-0.319490071
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1541,1,50,B3981,0,S886,0.542873348
4/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,2256,1,48,B3114,0,S543,-1.681728535
4/1/2019,Buea,Winners Pharmacy,Metronidazole,1634,1,50,B9238,0,S989,-0.29550229
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1041,1,56,B1907,1,S951,1.385486341
4/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,380,1,52,B3034,0,S630,-0.44737325
4/1/2019,Buea,Winners Pharmacy,Ibuprofen,598,1,50,B3507,0,S411,-1.084243754
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,886,1,91,B3697,1,S265,0.122732162
4/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,,1,43,B6286,0,S826,-0.21106867
4/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,1918,1,45,B4694,0,S454,1.423754075
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1797,1,44,B9501,0,S390,-0.162282447
4/1/2019,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1157,1,47,B2292,0,S356,-0.025347275
4/1/2019,Buea,Winners Pharmacy,Paracetamol,369,0,49,B4216,1,S750,-1.803317254
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,512,1,54,B5496,0,S228,0.267231951
4/1/2019,Buea,Mont Zion Pharmacy,Amodiaquine,906,0,89,B5961,0,S729,-0.627442835
4/1/2019,Buea,Winners Pharmacy,Amoxicillin,1227,1,55,B9740,1,S195,0.073058192
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2220,1,38,B9234,0,S756,-1.368074109
4/1/2019,Buea,Mont Zion Pharmacy,Metronidazole,1998,1,53,B3762,0,S706,-1.106474556
4/1/2019,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1109,1,39,B3526,0,S275,-1.24574245
4/1/2019,Buea,Amazing Pharmacy Co Ltd,Paracetamol,353,0,51,B6531,0,S962,0.52251007
4/1/2019,Buea,Mont Zion Pharmacy,Ibuprofen,625,1,38,B1674,1,S945,-2.269497864
4/1/2019,Buea,Winners Pharmacy,Amodiaquine,856,1,64,B1464,0,S183,-0.209316617
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1226,1,46,B1744,,S756,-1.904935777
5/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,2034,1,49,B5336,0,S766,0.257533153
5/1/2019,Buea,Winners Pharmacy,Metronidazole,1755,1,54,B4453,1,S885,-0.784829903
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1201,1,64,B7825,1,S732,0.601257962
5/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,307,1,45,B1496,,S609,1.598426455
5/1/2019,Buea,Winners Pharmacy,Ibuprofen,586,1,50,B9938,0,S396,-0.855206382
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,872,1,93,B5949,0,S594,-1.256647251
5/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,1516,1,43,B5012,0,S924,0.168513402
5/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,2141,1,58,B7653,0,S404,-1.291039575
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1966,1,54,B8430,0,S174,0.32856985
5/1/2019,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1049,1,38,B1981,0,S261,-0.141620983
5/1/2019,Buea,Winners Pharmacy,Paracetamol,320,1,54,B8202,,S525,-0.842905564
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,552,1,48,B8933,0,S575,-1.764448172
5/1/2019,Buea,Mont Zion Pharmacy,Amodiaquine,720,1,80,B4342,0,S448,0.291006862
5/1/2019,Buea,Winners Pharmacy,Amoxicillin,1440,1,48,B3353,0,S420,-1.456587973
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2085,1,45,B6231,0,S851,1.865844552
5/1/2019,Buea,Mont Zion Pharmacy,Metronidazole,1666,1,43,B6658,1,S508,-0.906807726
5/1/2019,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1148,1,49,B3142,0,S878,1.572306256
5/1/2019,Buea,Amazing Pharmacy Co Ltd,Paracetamol,369,1,53,B7070,1,S627,-0.158651183
5/1/2019,Buea,Mont Zion Pharmacy,Ibuprofen,542,1,45,B2739,1,S426,0.217579536
5/1/2019,Buea,Winners Pharmacy,Amodiaquine,737,1,79,B4960,0,S577,0.783967651
6/1/2019,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1256,1,51,B3007,0,S373,-1.268143652
6/1/2019,Buea,Mont Zion Pharmacy,Ciprofloxacin,2341,1,48,B8366,0,S353,0.713172365
6/1/2019,Buea,Winners Pharmacy,Metronidazole,1698,0,47,B3308,0,S199,-0.228735026
6/1/2019,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1214,1,46,B1829,0,S397,-2.49784712
6/1/2019,Buea,Mont Zion Pharmacy,Paracetamol,353,0,53,B7293,0,S984,0.312996305
6/1/2019,Buea,Winners Pharmacy,Ibuprofen,562,1,41,B7850,0,S354,-0.784876246
6/1/2019,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,932,1,77,B3616,0,S933,1.772691661
6/1/2019,Buea,Mont Zion Pharmacy,Amoxicillin,1345,1,51,B6364,1,S691,-0.398506918
6/1/2019,Buea,Winners Pharmacy,Ciprofloxacin,2219,1,51,B6123,1,S294,0.486171241
